Gmt time,Open,High,Low,Close,Volume
12.05.2023 04:54:00.000,1.25232,1.25235,1.25232,1.25233,13.5
12.05.2023 04:55:00.000,1.25234,1.25244,1.25232,1.25244,120.6
12.05.2023 04:56:00.000,1.25243,1.25245,1.25236,1.25245,65.7
12.05.2023 04:57:00.000,1.25244,1.25248,1.25243,1.25245,50.4
12.05.2023 04:58:00.000,1.25245,1.25256,1.25244,1.25256,40.5
12.05.2023 04:59:00.000,1.25255,1.25262,1.25244,1.25244,40.44
12.05.2023 05:00:00.000,1.25243,1.25244,1.25233,1.25242,111.69
12.05.2023 05:01:00.000,1.25242,1.25242,1.25226,1.25226,43.2
12.05.2023 05:02:00.000,1.25227,1.25231,1.25226,1.25231,39.09
12.05.2023 05:03:00.000,1.25231,1.25235,1.25229,1.25235,31.5
12.05.2023 05:04:00.000,1.25235,1.25240,1.25230,1.25234,36.45
12.05.2023 05:05:00.000,1.25234,1.25234,1.25221,1.25223,23.4
12.05.2023 05:06:00.000,1.25224,1.25226,1.25222,1.25222,37.8
12.05.2023 05:07:00.000,1.25220,1.25222,1.25196,1.25197,158.73
12.05.2023 05:08:00.000,1.25198,1.25204,1.25193,1.25196,237.6
12.05.2023 05:09:00.000,1.25196,1.25200,1.25189,1.25190,49.5
12.05.2023 05:10:00.000,1.25191,1.25195,1.25189,1.25194,96.3
12.05.2023 05:11:00.000,1.25194,1.25199,1.25188,1.25191,111.36
12.05.2023 05:12:00.000,1.25188,1.25190,1.25180,1.25189,79.53
12.05.2023 05:13:00.000,1.25189,1.25194,1.25188,1.25194,109.29
12.05.2023 05:14:00.000,1.25193,1.25200,1.25189,1.25199,116.49
12.05.2023 05:15:00.000,1.25200,1.25202,1.25198,1.25200,184.05
12.05.2023 05:16:00.000,1.25202,1.25202,1.25191,1.25200,134.04
12.05.2023 05:17:00.000,1.25200,1.25215,1.25200,1.25213,109.35
12.05.2023 05:18:00.000,1.25214,1.25229,1.25214,1.25224,87.18
